title,link,description,date,source,content,summary
"More than the bronze, Elreen Ando wins confidence back in Paris quest - Inquirer.net",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIxNzgvbW9yZS10aGFuLXRoZS1icm9uemUtZWxyZWVuLWFuZG8td2lucy1jb25maWRlbmNlLWJhY2staW4tcGFyaXMtcXVlc3TSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzIxNzgvbW9yZS10aGFuLXRoZS1icm9uemUtZWxyZWVuLWFuZG8td2lucy1jb25maWRlbmNlLWJhY2staW4tcGFyaXMtcXVlc3TSAQA?oc=5"" target=""_blank"">More than the bronze, Elreen Ando wins confidence back in Paris quest</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.net</font",2023-10-03 20:25:00+00:00,Inquirer.net,"sports / Array Asian Games , Weightlifting HEADED FOR HIDILYN CLASH More than the bronze, Elreen Ando wins confidence back in Paris quest By: June Navarro -  Reporter                           
                         / @junavINQ Philippine Daily Inquirer / 04:25 AM October 04, 2023 Elreen Ann Ando becomes Team Philippines’ saving grace in the weightlifting competition of the 19th Asian Games and leaves disappointments in the last big meet behind. –AP HANGZHOU, CHINA—Sidetracked by a demoralizing meltdown in the continental championships a few months back, Elreen Ann Ando has just rediscovered her confidence—and the road back to the Paris Olympics. The Tokyo Olympian from Cebu regained her bearings with a bronze medal effort in the 19th A sian Games , a timely confidence boost entering the final stretch of qualification for the quadrennial world showcase in the glitzy fashion capital. ADVERTISEMENT “This will help me a lot in my qualifying bid to Paris. I somehow regained my confidence,’’ said Ando in Filipino after claiming the eighth bronze medal for Team Philippines in the women’s 64-kilogram category FEATURED STORIES SPORTS Gilas Pilipinas escapes Iran to reach Asian Games semifinals SPORTS Syrian crowd-pleaser stands in Eumir Marcial’s Paris path SPORTS Asian Games: South Korean skater loses gold after early celebration .Resuming her Olympic shot would mean going through a gauntlet of Paris aspirants in the 59 kg division, including her toughest rival yet—and sentimental favorite—in Tokyo Olympics gold medalist Hidilyn Diaz-Naranjo. Both Ando’s and the regular weight class of Diaz-Naranjo were scrubbed off the 2024 Olympic program, forcing them to meet at the crossroads of the same category. ADVERTISEMENT Diaz-Naranjo came from the 55-kg class where she rewarded the country its first Olympic gold in Japan, while the 24-year-old Ando slid from her old 64-kg division. “I want to be in Paris. I’ll train harder, hoping to earn that spot,’’ said Ando. That is the word, as only one between Diaz-Naranjo and Ando can get that call-up from the International Weightlifting Federation (IWF), the world body of the sport that facilitates the qualification phase and the tournament proper in the Olympics. They must complete five required IWF-sanctioned qualification meets and stay within the top 10 before the window closes a month leading to the Summer Games. Frustration in Korea While Diaz-Naranjo has already put three tournaments in the bag, Ando secured one in the 2023 World Weightlifting Championships in Riyadh, Saudi Arabia, last month where she finished eighth behind Diaz-Naranjo, who was seventh. Ando’s frustration took shape when she failed to lift in the clean and jerk during the Asian championships in Jinji, South Korea, in May. “I was really depressed back then, so I restarted again in Saudi (world championships),’’ said the 59-kg gold medalist of this year’s Southeast Asian Games in Cambodia. Although the Asian Games is no Olympic qualifier, her bronze here has its fringe benefits, one that Ando vows to spend as a gift for the entire family on her birthday next month. She will then swing back to the gym right away for World Cup events in Qatar in December and another one in Thailand in February while eyeing another continental qualifier later on. “I have to build strength going into these tournaments. I think I’m capable of doing it,’’ said Ando. Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our daily newsletter SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Another concern is the tenacious lineup in the Olympics with favorites Luo Shifang of China, Chinese Taipei’s Hsing-Chun Kuo and North Korea’s Kim Ilgyong bannering their category. She’ll have to get that Olympics spot first and deal with all of them there. READ NEXT More than the bronze, Elreen Ando wins confidence back in Pari... Seeing Asian Games field gives PH lifters target to hit in Oly... EDITORS' PICK October to see 1.9M metric tons of rice harvest — DA-BPI Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace Typhoon Jenny’s Signal No. 3 a possibility, says Pagasa Gilas Pilipinas escapes Iran to reach Asian Games semifinals LIVE UPDATES: Hangzhou Asian Games October 3 LTFRB approves P1 provisional jeepney fare hike by October 8 MOST READ Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament Gilas Pilipinas escapes Iran to reach Asian Games semifinals LIVE UPDATES: Hangzhou Asian Games October 3 Gasoline prices drop, but diesel up View comments EDITORS' PICK MOST READ newsinfo October to see 1.9M metric tons of rice harvest — DA-BPI business Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace newsinfo Typhoon Jenny’s Signal No. 3 a possibility, says Pagasa sports Gilas Pilipinas escapes Iran to reach Asian Games semifinals sports LIVE UPDATES: Hangzhou Asian Games October 3 newsinfo LTFRB approves P1 provisional jeepney fare hike by October 8 entertainment Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament October 03, 2023 sports Gilas Pilipinas escapes Iran to reach Asian Games semifinals October 03, 2023 sports LIVE UPDATES: Hangzhou Asian Games October 3 October 03, 2023 newsinfo Gasoline prices drop, but diesel up October 03, 2023 newsinfo New York deluge triggers flash floods, brings chaos to subways October 04, 2023 newsinfo ‘2,000 informal settler families still in walled city Intramuros’ October 03, 2023 TAGS: Asian Games , Sports Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our sports news SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .","Elreen Ann Ando won the bronze medal for Team Philippines in the women’s 64-kilogram category. The Tokyo Olympian from Cebu regained her bearings with a bronze medal effort in the 19th Asian Games. More than the bronze, Elreen Ando wins confidence back in Paris quest."
"Sri Lanka Vs Afghanistan Live Streaming, Asian Games 2023 Men's Cricket, Quarter-final: When And Where To Watch SL Vs AFG Match - Outlook India",https://news.google.com/rss/articles/CBMirAFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9zcmktbGFua2EtdnMtYWZnaGFuaXN0YW4tbGl2ZS1zdHJlYW1pbmctYXNpYW4tZ2FtZXMtMjAyMy1tZW4tcy1jcmlja2V0LXF1YXJ0ZXItZmluYWwtd2hlbi1hbmQtd2hlcmUtdG8td2F0Y2gtc2wtdnMtYWZnLW1hdGNoLW5ld3MtMzIyMDk20gGwAWh0dHBzOi8vd3d3Lm91dGxvb2tpbmRpYS5jb20vc3BvcnRzL3NyaS1sYW5rYS12cy1hZmdoYW5pc3Rhbi1saXZlLXN0cmVhbWluZy1hc2lhbi1nYW1lcy0yMDIzLW1lbi1zLWNyaWNrZXQtcXVhcnRlci1maW5hbC13aGVuLWFuZC13aGVyZS10by13YXRjaC1zbC12cy1hZmctbWF0Y2gtbmV3cy0zMjIwOTYvYW1w?oc=5," href=""https://news.google.com/rss/articles/CBMirAFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9zcmktbGFua2EtdnMtYWZnaGFuaXN0YW4tbGl2ZS1zdHJlYW1pbmctYXNpYW4tZ2FtZXMtMjAyMy1tZW4tcy1jcmlja2V0LXF1YXJ0ZXItZmluYWwtd2hlbi1hbmQtd2hlcmUtdG8td2F0Y2gtc2wtdnMtYWZnLW1hdGNoLW5ld3MtMzIyMDk20gGwAWh0dHBzOi8vd3d3Lm91dGxvb2tpbmRpYS5jb20vc3BvcnRzL3NyaS1sYW5rYS12cy1hZmdoYW5pc3Rhbi1saXZlLXN0cmVhbWluZy1hc2lhbi1nYW1lcy0yMDIzLW1lbi1zLWNyaWNrZXQtcXVhcnRlci1maW5hbC13aGVuLWFuZC13aGVyZS10by13YXRjaC1zbC12cy1hZmctbWF0Y2gtbmV3cy0zMjIwOTYvYW1w?oc=5"" target=""_blank"">Sri Lanka Vs Afghanistan Live Streaming, Asian Games 2023 Men's Cricket, Quarter-final: When And Where To Watch SL Vs AFG Match</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Outlook India</font",2023-10-03 11:10:14+00:00,Outlook India,,No Content
"India vs South Korea women's kabaddi, Asian Games 2023 Group A match, result and scores - Olympics",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1rYWJhZGRpLXdvbWVuLWluZGlhLXZzLXNvdXRoLWtvcmVhLW1hdGNoLXJlc3VsdC1zY29yZXPSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1rYWJhZGRpLXdvbWVuLWluZGlhLXZzLXNvdXRoLWtvcmVhLW1hdGNoLXJlc3VsdC1zY29yZXPSAQA?oc=5"" target=""_blank"">India vs South Korea women's kabaddi, Asian Games 2023 Group A match, result and scores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 09:18:00+00:00,Olympics,,No Content
Diaz falls short on Asiad medal bid - The Manila Times,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1hbmlsYXRpbWVzLm5ldC8yMDIzLzEwLzAyL3Nwb3J0cy9kaWF6LWZhbGxzLXNob3J0LW9uLWFzaWFkLW1lZGFsLWJpZC8xOTEyODYw0gFdaHR0cHM6Ly93d3cubWFuaWxhdGltZXMubmV0LzIwMjMvMTAvMDIvc3BvcnRzL2RpYXotZmFsbHMtc2hvcnQtb24tYXNpYWQtbWVkYWwtYmlkLzE5MTI4NjAvYW1w?oc=5," href=""https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1hbmlsYXRpbWVzLm5ldC8yMDIzLzEwLzAyL3Nwb3J0cy9kaWF6LWZhbGxzLXNob3J0LW9uLWFzaWFkLW1lZGFsLWJpZC8xOTEyODYw0gFdaHR0cHM6Ly93d3cubWFuaWxhdGltZXMubmV0LzIwMjMvMTAvMDIvc3BvcnRzL2RpYXotZmFsbHMtc2hvcnQtb24tYXNpYWQtbWVkYWwtYmlkLzE5MTI4NjAvYW1w?oc=5"" target=""_blank"">Diaz falls short on Asiad medal bid</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Manila Times</font",2023-10-02 08:46:00+00:00,The Manila Times,,No Content
Asian Games 2023 sport climbing: Indonesia win women's speed gold but miss out in men's event - Olympics,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1zcG9ydC1jbGltYmluZy1pbmRvbmVzaWEtd29tZW4tc3BlZWQtZ29sZC1idXQtbWlzcy1vdXQtbWVu0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1zcG9ydC1jbGltYmluZy1pbmRvbmVzaWEtd29tZW4tc3BlZWQtZ29sZC1idXQtbWlzcy1vdXQtbWVu0gEA?oc=5"" target=""_blank"">Asian Games 2023 sport climbing: Indonesia win women's speed gold but miss out in men's event</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 15:38:00+00:00,Olympics,,No Content
"Asian Games 2023 squash: Saurav Ghosal makes semi-finals, assures medal - Olympics",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zcXVhc2gtaW5kaWEtc2NvcmVzLXJlc3VsdHMtb2N0b2Jlci0z0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zcXVhc2gtaW5kaWEtc2NvcmVzLXJlc3VsdHMtb2N0b2Jlci0z0gEA?oc=5"" target=""_blank"">Asian Games 2023 squash: Saurav Ghosal makes semi-finals, assures medal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 12:04:00+00:00,Olympics,,No Content
Take care!: Hangzhou volunteers warn fans as Jaiswal smashes India to win - Reuters,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3Nwb3J0cy90YWtlLWNhcmUtZ2FtZXMtdm9sdW50ZWVycy13YXJuLWZhbnMtamFpc3dhbC1zbWFzaGVzLWluZGlhLXdpbi0yMDIzLTEwLTAzL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3Nwb3J0cy90YWtlLWNhcmUtZ2FtZXMtdm9sdW50ZWVycy13YXJuLWZhbnMtamFpc3dhbC1zbWFzaGVzLWluZGlhLXdpbi0yMDIzLTEwLTAzL9IBAA?oc=5"" target=""_blank"">Take care!: Hangzhou volunteers warn fans as Jaiswal smashes India to win</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font",2023-10-03 09:53:22+00:00,Reuters,,No Content
"Asian Games 2023, diving: Pandelela Rinong Pamg wins second bronze medal - Olympics",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1kaXZpbmctcGFuZGVsZWxhLXJpbm9uZy1wYW1nLXdpbnMtc2Vjb25kLWJyb256ZS1tZWRhbNIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1kaXZpbmctcGFuZGVsZWxhLXJpbm9uZy1wYW1nLXdpbnMtc2Vjb25kLWJyb256ZS1tZWRhbNIBAA?oc=5"" target=""_blank"">Asian Games 2023, diving: Pandelela Rinong Pamg wins second bronze medal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 11:46:00+00:00,Olympics,,No Content
"Zii Jia beats Angus, reaches second round in Hangzhou - New Straits Times",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA0My96aWktamlhLWJlYXRzLWFuZ3VzLXJlYWNoZXMtc2Vjb25kLXJvdW5kLWhhbmd6aG910gFsaHR0cHM6Ly93d3cubnN0LmNvbS5teS9hbXAvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA0My96aWktamlhLWJlYXRzLWFuZ3VzLXJlYWNoZXMtc2Vjb25kLXJvdW5kLWhhbmd6aG91?oc=5," href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA0My96aWktamlhLWJlYXRzLWFuZ3VzLXJlYWNoZXMtc2Vjb25kLXJvdW5kLWhhbmd6aG910gFsaHR0cHM6Ly93d3cubnN0LmNvbS5teS9hbXAvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA0My96aWktamlhLWJlYXRzLWFuZ3VzLXJlYWNoZXMtc2Vjb25kLXJvdW5kLWhhbmd6aG91?oc=5"" target=""_blank"">Zii Jia beats Angus, reaches second round in Hangzhou</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New Straits Times</font",2023-10-02 05:13:35+00:00,New Straits Times,,No Content
"Riding on Yashasvi Jaiswal's century, India reach semifinal of men's cricket in Asian Games - The Tribune India",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtaW5kaWEtYWR2YW5jZS10by1zZW1pLWZpbmFsLWluLW1lbnMtY3JpY2tldC01NTAwMjPSAWVodHRwczovL20udHJpYnVuZWluZGlhLmNvbS9uZXdzL3Nwb3J0cy9hc2lhbi1nYW1lcy1pbmRpYS1hZHZhbmNlLXRvLXNlbWktZmluYWwtaW4tbWVucy1jcmlja2V0LTU1MDAyMw?oc=5," href=""https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtaW5kaWEtYWR2YW5jZS10by1zZW1pLWZpbmFsLWluLW1lbnMtY3JpY2tldC01NTAwMjPSAWVodHRwczovL20udHJpYnVuZWluZGlhLmNvbS9uZXdzL3Nwb3J0cy9hc2lhbi1nYW1lcy1pbmRpYS1hZHZhbmNlLXRvLXNlbWktZmluYWwtaW4tbWVucy1jcmlja2V0LTU1MDAyMw?oc=5"" target=""_blank"">Riding on Yashasvi Jaiswal's century, India reach semifinal of men's cricket in Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Tribune India</font",2023-10-03 08:24:00+00:00,The Tribune India,,No Content
"Asian Games: Parul takes sensational 5000m gold, Annu emerges on top in Javelin throw; India win 6 medals in athletics - The Tribune India",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtcGFydWwtY2hhdWRoYXJ5LXdpbnMtZ29sZC1pbi13b21lbnMtNTAwMG0tNTUwMDkz0gFjaHR0cHM6Ly9tLnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtcGFydWwtY2hhdWRoYXJ5LXdpbnMtZ29sZC1pbi13b21lbnMtNTAwMG0tNTUwMDkz?oc=5," href=""https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtcGFydWwtY2hhdWRoYXJ5LXdpbnMtZ29sZC1pbi13b21lbnMtNTAwMG0tNTUwMDkz0gFjaHR0cHM6Ly9tLnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9zcG9ydHMvYXNpYW4tZ2FtZXMtcGFydWwtY2hhdWRoYXJ5LXdpbnMtZ29sZC1pbi13b21lbnMtNTAwMG0tNTUwMDkz?oc=5"" target=""_blank"">Asian Games: Parul takes sensational 5000m gold, Annu emerges on top in Javelin throw; India win 6 medals in athletics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Tribune India</font",2023-10-03 13:56:00+00:00,The Tribune India,,No Content
Chinese censors rush to block `Tiananmen` image of hugging athletes at Asian Games - WION,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lndpb25ld3MuY29tL3dvcmxkL2NoaW5lc2UtY2Vuc29ycy1ydXNoLXRvLWJsb2NrLXRpYW5hbm1lbi1pbWFnZS1vZi1odWdnaW5nLWF0aGxldGVzLWF0LWFzaWFuLWdhbWVzLTY0MjIxMtIBeWh0dHBzOi8vd3d3Lndpb25ld3MuY29tL3dvcmxkL2NoaW5lc2UtY2Vuc29ycy1ydXNoLXRvLWJsb2NrLXRpYW5hbm1lbi1pbWFnZS1vZi1odWdnaW5nLWF0aGxldGVzLWF0LWFzaWFuLWdhbWVzLTY0MjIxMi9hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lndpb25ld3MuY29tL3dvcmxkL2NoaW5lc2UtY2Vuc29ycy1ydXNoLXRvLWJsb2NrLXRpYW5hbm1lbi1pbWFnZS1vZi1odWdnaW5nLWF0aGxldGVzLWF0LWFzaWFuLWdhbWVzLTY0MjIxMtIBeWh0dHBzOi8vd3d3Lndpb25ld3MuY29tL3dvcmxkL2NoaW5lc2UtY2Vuc29ycy1ydXNoLXRvLWJsb2NrLXRpYW5hbm1lbi1pbWFnZS1vZi1odWdnaW5nLWF0aGxldGVzLWF0LWFzaWFuLWdhbWVzLTY0MjIxMi9hbXA?oc=5"" target=""_blank"">Chinese censors rush to block `Tiananmen` image of hugging athletes at Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WION</font",2023-10-03 15:01:27+00:00,WION,,No Content
"Hidilyn Diaz still all smiles after 4th-place Asiad finish, eyes Olympic qualifiers - Rappler",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJhcHBsZXIuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy1oaWRpbHluLWRpYXotYWxsLXNtaWxlcy1hZnRlci1maW5pc2gtZXllcy1wYXJpcy1vbHltcGljcy1xdWFsaWZpZXJzL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJhcHBsZXIuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy1oaWRpbHluLWRpYXotYWxsLXNtaWxlcy1hZnRlci1maW5pc2gtZXllcy1wYXJpcy1vbHltcGljcy1xdWFsaWZpZXJzL9IBAA?oc=5"" target=""_blank"">Hidilyn Diaz still all smiles after 4th-place Asiad finish, eyes Olympic qualifiers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rappler</font",2023-10-03 04:49:56+00:00,Rappler,"Asian Games Hidilyn Diaz still all smiles after 4th-place Asiad finish, eyes Olympic qualifiers Oct 3, 2023 12:49 PM PHT JR Isaga SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. FOCUSED. Hidilyn Diaz flashes a smile after a successful first lift in the Asian Games. PSC-POC MEDIA POOL INFO Hidilyn Diaz says 'at the end of the day, Paris 2024 is still the most important,' as she trains her sights on a winning Olympic return MANILA, Philippines – Hidilyn Diaz-Naranjo was far from a sore loser after missing the 19th Asian Games podium by just one rank in the women’s 59kg category in Hangzhou, China, on Monday, October 2. The Philippines’ first and only Olympic gold medalist was all smiles despite settling for fourth place with a 223kg total coming off a 97kg snatch and 126kg clean and jerk. After all, the veteran Diaz knew she was sailing on uncharted waters for her career after her usual 55kg category was abolished ahead of the 2024 Paris Olympics, and so bumps along the way were expected. “My opponents were all very strong, but I’m still happy [with the results], and yes, at the end of the day, Paris 2024 is still the most important,” she told reporters in Filipino after the competition. Strong indeed were the rest of the pack as 20-year-old North Korean sensation Kim Il-gyong smashed multiple benchmarks on her way to a world-record lift of 111kg in snatch and 135kg in clean and jerk, totaling an Asian Games record of 247kg. Diaz, meanwhile, fell at a 100kg snatch attempt and 131kg clean and jerk – both career-high marks at age 32 had she completed them. “So far, so good for my training here at 59kg. You saw how I tried for 100 and 131. It’s my first time to try those, and I didn’t realize I was already that strong,” she continued. Diaz will go through two more qualifying tournaments at her new weight class in an attempt to clinch her fifth straight Olympic appearance – likely her farewell run before settling down with her husband and coach Julius Naranjo. – Rappler.com Add a comment Error. Please abide by Rappler's commenting guidelines . Post Comment Cancel Sort by Newest comments Oldest comments Submit There are no comments yet. Add your comment to start the conversation. Summarize this article with AI Related Topics Hidilyn Diaz Daily wRap Marcos, Duterte approval scores drop – survey | The wRap Facebook Twitter Share article Copy URL Copied Sports North Korean weightlifter sets world record in Asian Games as Hidilyn Diaz places 4th Facebook Twitter Share article Copy URL Copied Sports Hidilyn Diaz falls short of weightlifting medal, places 4th in Asian Games Facebook Twitter Share article Copy URL Copied Sports Hidilyn Diaz, Elreen Ando hope to lift PH to more golds in Asian Games Facebook Twitter Share article Copy URL Copied More on Hidilyn Diaz Weightlifting Sports Elreen Ando scores bronze for PH weightlifting in Asian Games Facebook Twitter Share article Copy URL Copied Sports North Korean weightlifter sets world record in Asian Games as Hidilyn Diaz places 4th Facebook Twitter Share article Copy URL Copied Sports Hidilyn Diaz falls short of weightlifting medal, places 4th in Asian Games Facebook Twitter Share article Copy URL Copied Sports Hidilyn Diaz, Elreen Ando hope to lift PH to more golds in Asian Games Facebook Twitter Share article Copy URL Copied More on Weightlifting","Hidilyn Diaz still all smiles after 4th-place Asiad finish, eyes Olympic qualifiers. The Philippines’ first and only Olympic gold medalist was all smiles despite settling for fourth place. Diaz will go through two more qualifying tournaments at her new weight class in an attempt to clinch her fifth straight Olympic appearance."
